1,0.936608,51.3688
2,4.37336,88.7281
3,18.721,123.663
4,26.7718,132.306
5,27.6237,140.803
6,43.5695,158.698
7,44.1656,162.507
8,63.3298,175.411
9,72.5516,180.722
10,91.2457,198.476
11,124.007,199.014
12,157.283,221.959
13,173.535,233.696
14,201.041,279.043
15,220.746,291.646
16,226.634,297.038
17,276.984,314.711
18,280.547,390.535
19,344.044,399.481
20,366.65,436.814
21,401.841,443.522
22,412.947,464.686
23,461.533,486.717
24,529.674,608.775
25,547.466,614.414
26,567.789,615.277
27,576.287,618.137
28,587.056,630.134
29,623.274,632.485
30,644.228,716.798
31,672.481,726.531
32,700.646,745.327
33,718.749,769.699
34,757.217,801.684
35,812.85,828.241
36,816.685,834.496
37,827.539,884.739
38,841.914,923.321
39,848.961,925.386
40,900.065,937.217
41,916.717,959.458
42,983.982,1007.34
43,1024.19,1042.43
44,1024.93,1051.67
45,1057.83,1059.23
46,1084.55,1161.24
47,1201.49,1265.39
48,1215.29,1347.69
49,1221.42,1362.76
50,1238.28,1382.88
51,1268.48,1389.28
52,1276.46,1404.38
53,1295.39,1432.38
54,1315.07,1437.59
55,1429.09,1438.17
56,1477.42,1477.99
57,1480.89,1524.93
58,1484.81,1557.92
59,1561.72,1611.95
60,1563.73,1626.55
61,1564.55,1628.2
62,1580.42,1634.35
63,1588.41,1635.96
64,1609.75,1640.18
65,1656.92,1675.74
66,1722.7,1732.44
67,1741.15,1758.95
68,1765.61,1774.56
69,1798.89,1801.75
70,1835.2,1879.39
71,1841.12,1918.6
72,1855.4,1988.79
73,1888.19,1995.31
74,1901.33,2023.51
75,1906.04,2054.43
76,1912.5,2065.3
77,1931.09,2085.26
78,2000.12,2105.74
79,2047.5,2158.14
80,2105.74,2167.17
81,2157.21,2215.01
82,2157.32,2241.39
83,2199.35,2346.35
84,2251.58,2370.25
85,2263.62,2423.82
86,2273.59,2476.97
87,2323.8,2504.75
88,2329.91,2558.78
89,2358.68,2579.69
90,2390.27,2584.38
91,2418.81,2598.04
92,2493.74,2662.94
93,2541.51,2676.63
94,2564.9,2676.65
95,2595.06,2696.18
96,2660.19,2697.38
97,2671.32,2713.05
98,2672.41,2738.26
99,2751.55,2753.3
100,2770.6,2778.85
101,2859.33,2884.35
102,2984.99,2992.82
103,3013.43,3036.6
104,3056.26,3056.69
105,3062.79,3063.39
106,3171.31,3207.36
107,3194.52,3211.01
108,3246.7,3281.35
109,3309.43,3330.99
110,3320.06,3396.11
111,3365.74,3462.21
112,3420.42,3462.21
113,3427.95,3477.86
114,3442.5,3485.97
115,3468.93,3491.86
116,3492.69,3502.18
117,3542.64,3554.05
118,3563.42,3612.76
119,3589.7,3637.5
120,3625.87,3684.4
121,3626.8,3714.95
122,3745.75,3765.9
123,3799.85,3801.41
124,3863.44,3870.41
125,3896.76,3902.01
126,3899.78,3953.44
127,3907.56,3979.59
128,3915.42,3986.41
129,3963.36,4003.41
130,3977.26,4033.63
131,3986.49,4089.34
132,4034.32,4108.03
133,4054.82,4184.79
134,4122.34,4191.86
135,4128.43,4283.52
136,4165.75,4291.55
137,4194.08,4298.78
138,4195.37,4303.37
139,4198.06,4317.23
140,4233.19,4319.18
141,4233.67,4376.64
142,4248.4,4383.56
143,4250.24,4411.54
144,4310.48,4426.48
145,4363.51,4474.63
146,4418.95,4492.73
147,4456.3,4519.51
148,4461.14,4550.12
149,4533.73,4552.34
150,4565.37,4572.32
151,4575.88,4581.4
152,4580.46,4633.88
153,4609.47,4653.39
154,4719.93,4732.64
155,4745.88,4753.77
156,4786.48,4812.04
157,4788.67,4813.26
158,4862.82,4863.17
159,4891.58,4916.12
160,4905.57,4918.43
161,4919.11,4924.33
162,4967.19,5074.85
163,4984.95,5086.93
164,5013.61,5110.62
165,5094.83,5149.14
166,5126.68,5155.43
167,5134.36,5163.52
168,5156.82,5190.65
169,5162.16,5191.55
170,5194.66,5252.83
171,5240.35,5297.24
172,5262.24,5301.9
173,5286.32,5320.77
174,5289.2,5321.21
175,5312.48,5324.81
176,5358.14,5374.6
177,5370.33,5393.23
178,5373.8,5450.02
179,5399.14,5455.34
180,5429.29,5456.82
181,5444.25,5496.46
182,5464.66,5509.07
183,5501.62,5518.97
184,5507.91,5534.88
185,5522.27,5587.07
186,5546.47,5592.16
187,5559.78,5600.53
188,5567.18,5603.81
189,5667.26,5670.1
190,5670.75,5698.15
191,5692.58,5715.22
192,5706.81,5734.78
193,5715.53,5753.59
194,5721.35,5775.18
195,5772.67,5795.44
196,5909.53,6009.36
197,5973.03,6014.7
198,6008.02,6015.05
199,6009.85,6021.32
200,6033.98,6036.36
201,6243.35,6288.32
202,6292.97,6299.73
203,6319.1,6376.6
204,6337.28,6389.06
205,6369.32,6489
206,6433.06,6495.29
207,6447.62,6510.52
208,6504.98,6514.96
209,6507.67,6530.79
210,6535.63,6604.4
211,6572.91,6619.02
212,6576.59,6660.01
213,6581.38,6702.53
214,6625.13,6719.77
215,6635.31,6748.51
216,6681.62,6754.86
217,6719.02,6780.19
218,6743.6,6815.43
219,6752.99,6819.46
220,6755.26,6830.7
221,6858.51,6923.64
222,6870.72,6963.83
223,6894.12,6969.9
224,6958.43,7004.13
225,6991.63,7104.68
226,7110.99,7138.05
227,7123.81,7195.77
228,7153.37,7204.67
229,7180.83,7209.99
230,7203.84,7211.68
231,7220.51,7232.34
232,7223.15,7280.76
233,7292.65,7302.77
234,7293.2,7324.73
235,7294.06,7342.75
236,7307.02,7347.55
237,7317.87,7355.66
238,7320.8,7387.05
239,7361.64,7390.48
240,7370.97,7401.52
241,7416.15,7427.79
242,7427.21,7527.59
243,7444.89,7550.81
244,7476.63,7559.03
245,7483,7601.28
246,7512.02,7627.18
247,7539.75,7645.16
248,7556.98,7656.71
249,7568.35,7714.99
250,7576.3,7745.05
251,7583.49,7751.07
252,7614.5,7788.93
253,7628.95,7811.41
254,7731.07,7823.71
255,7739.98,7840.09
256,7773.36,7891.06
257,7840.13,7949.07
258,7883.17,7967.77
259,7893.2,7976.16
260,8008.03,8028.38
261,8044.31,8050.18
262,8125.71,8130.91
263,8127.05,8134.75
264,8147.47,8161.86
265,8190.69,8222.84
266,8212.45,8225.51
267,8232.86,8278.58
268,8266.8,8298.1
269,8272.17,8307.8
270,8292.83,8373.6
271,8353.31,8393.83
272,8354.53,8396.64
273,8361.83,8411.49
274,8428.78,8440.38
275,8448.79,8453.57
276,8514.16,8531.44
277,8526.81,8543.73
278,8528.85,8597.65
279,8648.25,8658.24
280,8665.51,8667.19
281,8685.02,8705.24
282,8731.35,8772.06
283,8757.59,8785.52
284,8886.5,8906.92
285,8912.09,9028.55
286,8914.06,9033.79
287,8978.85,9057.5
288,9002.53,9070.39
289,9051.21,9079.25
290,9079.51,9083.83
291,9081.72,9096.25
292,9092.13,9135.38
293,9099.25,9192.47
294,9099.77,9208.81
295,9148.8,9219.92
296,9249.99,9258.1
297,9287.01,9315.97
298,9335.57,9363.31
299,9349.13,9386.21
300,9356.98,9392.73
301,9363.42,9397.09
302,9375.26,9410.22
303,9406.27,9445.39
304,9417.84,9445.73
305,9442.22,9451.9
306,9506.72,9520.69
307,9553.61,9578.97
308,9576.66,9581.43
309,9578.49,9685.01
310,9590.41,9750.97
311,9595.53,9768.95
312,9605.04,9778.88
313,9635.6,9853.31
314,9652.34,9923.64
315,9714.87,9947.81
316,9715.42,9950.79
317,9734.24,10042.3
318,9736.84,10043.9
319,9753.78,10046.8
320,9763.66,10092.3
321,9781.47,10136.1
322,9812.39,10136.7
323,9878.35,10145.6
324,9883.96,10147.3
325,9909.95,10151.7
326,9923.64,10172.4
327,9924.05,10192.6
328,9962.4,10195.7
329,10000.7,10204.8
330,10010.7,10247.8
331,10022.4,10255.5
332,10058.3,10261.4
333,10058.9,10277.4
334,10066,10289.1
335,10124.1,10319.9
336,10135.5,10345.8
337,10135.5,10353.8
338,10162.4,10355.2
339,10164.1,10355.5
340,10165.7,10499.5
341,10172.9,10541
342,10200.1,10609.4
343,10296.6,10658.5
344,10305.8,10672
345,10318.3,10678.8
346,10333.8,10690.6
347,10349,10727.1
348,10360.8,10759.3
349,10361.8,10824.2
350,10442.8,10825.6
351,10488.4,10858.2
352,10580.5,10871.2
353,10591,10878
354,10625.6,10934.5
355,10693.2,10969.1
356,10728.6,10981.1
357,10736.1,10989.7
358,10741.2,10993.8
359,10759.7,11017.3
360,10763.6,11027.8
361,10772.2,11070.9
362,10798.4,11076
363,10822.5,11078.1
364,10861.2,11124
365,10868.3,11126.1
366,10874,11136.5
367,10896,11162
368,10953.4,11248.8
369,10955.4,11277.5
370,11020.1,11300.1
371,11022.3,11329.3
372,11044.8,11357
373,11052.4,11411.4
374,11071.5,11430.6
375,11096.2,11464.6
376,11167.5,11544.6
377,11187.1,11571.7
378,11202.6,11608.2
379,11210.7,11641.6
380,11215.6,11666.1
381,11221.7,11667.6
382,11254.3,11669.3
383,11268.2,11842.2
384,11281.2,11868.7
385,11282.6,11870.4
386,11290.4,11881.3
387,11330.5,11934.6
388,11360.4,11959.5
389,11380,11960.1
390,11380.3,11985.3
391,11411.8,12032.5
392,11517.6,12048.6
393,11595.6,12075.7
394,11686.4,12083
395,11702.7,12141.4
396,11703,12161.8
397,11718.5,12169.2
398,11772.6,12206.6
399,11778.3,12262.1
400,11929.7,12287.1
401,11937.1,12297.4
402,11969.3,12338.7
403,12011.2,12350.6
404,12033,12358.9
405,12035,12388.5
406,12036.7,12431.4
407,12076.5,12522.1
408,12087.2,12526.6
409,12141.8,12530.7
410,12142.8,12559.5
411,12245.1,12610.5
412,12271.2,12662.4
413,12302.6,12671.3
414,12326.5,12706.6
415,12343.7,12729.9
416,12414.4,12731.5
417,12493.7,12765.3
418,12516.2,12766
419,12518,12783.7
420,12539.5,12847.6
421,12572.5,12880.4
422,12578.5,12883.6
423,12582.1,12895.5
424,12594.6,12897.3
425,12615.8,12901
426,12625.3,12994.7
427,12771.8,13019.7
428,12802.9,13056.9
429,12854,13108.2
430,12908.4,13111.4
431,12910.9,13115.7
432,12959.5,13149.9
433,12969.9,13165.1
434,12997.5,13165.2
435,13014.1,13241.3
436,13016.5,13246.7
437,13039.7,13281.1
438,13045.1,13286.7
439,13088.7,13321.7
440,13090.8,13371.2
441,13149.5,13412.2
442,13180.1,13419.7
443,13182.6,13447.6
444,13271.8,13475.7
445,13278.3,13491.8
446,13288.9,13521.5
447,13306.6,13528.9
448,13326,13569.5
449,13397.9,13581.6
450,13400.7,13587.2
451,13490.4,13603.5
452,13498,13614.4
453,13520.8,13623.7
454,13551.3,13686.3
455,13723.9,13839.9
456,13831.5,13841.1
457,13919.4,13933.6
458,13949.7,14010.2
459,13989.4,14022.6
460,14024.7,14029
461,14041.6,14046.3
462,14050.5,14084.3
463,14084.4,14086.4
464,14105.6,14113.2
465,14106.2,14127.5
466,14118.4,14150.7
467,14227.9,14242.6
468,14298.3,14317.4
