1,0.936608,30.143
2,4.37336,49.584
3,18.721,63.4323
4,26.7718,78.0237
5,27.6237,102.48
6,43.5695,109.635
7,44.1656,115.446
8,63.3298,120.042
9,72.5516,143.542
10,91.2457,155.572
11,124.007,176.918
12,157.283,197.695
13,173.535,198.737
14,201.041,206.389
15,220.746,222.4
16,226.634,242.878
17,276.984,298.087
18,280.547,308.108
19,344.044,349.5
20,366.65,391.272
21,401.841,404.35
22,412.947,419.404
23,461.533,475.354
24,529.674,530.897
25,547.466,567.616
26,567.789,572.552
27,576.287,586.898
28,587.056,602.536
29,623.274,637.789
30,644.228,658.986
31,672.481,677.936
32,700.646,701.068
33,718.749,721.948
34,757.217,764.838
35,812.85,817.769
36,816.685,829.629
37,827.539,836.856
38,841.914,860.906
39,848.961,864.688
40,900.065,922.425
41,916.717,939.151
42,983.982,1002.48
43,1024.19,1045.92
44,1024.93,1063.21
45,1057.83,1065.81
46,1084.55,1093.18
47,1201.49,1207.63
48,1215.29,1236.58
49,1221.42,1251.02
50,1238.28,1264.69
51,1268.48,1291.36
52,1276.46,1294.73
53,1295.39,1319.73
54,1315.07,1332.58
55,1429.09,1445.94
56,1477.42,1494.32
57,1480.89,1501.63
58,1484.81,1520.98
59,1561.72,1576.72
60,1563.73,1588.25
61,1564.55,1605.43
62,1580.42,1629.3
63,1588.41,1636.94
64,1609.75,1642.39
65,1656.92,1658.27
66,1722.7,1747.16
67,1741.15,1747.41
68,1765.61,1770.02
69,1798.89,1810.87
70,1835.2,1845.9
71,1841.12,1850.93
72,1855.4,1877.58
73,1888.19,1908
74,1901.33,1921.92
75,1906.04,1941.34
76,1912.5,1944.65
77,1931.09,1956.33
78,2000.12,2003.68
79,2047.5,2069.88
80,2105.74,2121.82
81,2157.21,2168.6
82,2157.32,2171.33
83,2199.35,2217.56
84,2251.58,2273.41
85,2263.62,2292.88
86,2273.59,2312.71
87,2323.8,2347.24
88,2329.91,2368.32
89,2358.68,2389.04
90,2390.27,2390.87
91,2418.81,2424.9
92,2493.74,2512.02
93,2541.51,2565.13
94,2564.9,2575.09
95,2595.06,2615.11
96,2660.19,2663.53
97,2671.32,2683.77
98,2672.41,2705.05
99,2751.55,2766.51
100,2770.6,2785.49
101,2859.33,2864.08
102,2984.99,2996.12
103,3013.43,3031.19
104,3056.26,3081.13
105,3062.79,3081.85
106,3171.31,3173.61
107,3194.52,3200.31
108,3246.7,3262.11
109,3309.43,3316.8
110,3320.06,3322.27
111,3365.74,3382.37
112,3420.42,3443.83
113,3427.95,3458.21
114,3442.5,3478.01
115,3468.93,3483.41
116,3492.69,3511.2
117,3542.64,3549.05
118,3563.42,3565.11
119,3589.7,3592.6
120,3625.87,3643.47
121,3626.8,3658.49
122,3745.75,3750.64
123,3799.85,3814.71
124,3863.44,3867.82
125,3896.76,3904.35
126,3899.78,3905.41
127,3907.56,3915.38
128,3915.42,3932.43
129,3963.36,3976.45
130,3977.26,3980.9
131,3986.49,3999.66
132,4034.32,4057.99
133,4054.82,4078.13
134,4122.34,4146.81
135,4128.43,4159.63
136,4165.75,4166.15
137,4194.08,4195.03
138,4195.37,4213.63
139,4198.06,4236.21
140,4233.19,4254
141,4233.67,4274.77
142,4248.4,4275.23
143,4250.24,4298.28
144,4310.48,4335.09
145,4363.51,4363.79
146,4418.95,4442.22
147,4456.3,4466.05
148,4461.14,4478.86
149,4533.73,4545.29
150,4565.37,4581.62
151,4575.88,4602.12
152,4580.46,4619.28
153,4609.47,4619.46
154,4719.93,4738.11
155,4745.88,4747.28
156,4786.48,4788.88
